Data.Precipitation,Date.Full,Date.Month,Date.Week of,Date.Year,Station.City,Station.Code,Station.Location,Station.State,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed,Feels_Like_Temp
1.03,2016-07-03,7,3,2016,Rapid City,RAP,"Rapid City, SD",South Dakota,65,80,55,16,8.7,65.87
0.0,2016-07-03,7,3,2016,Sioux Falls,FSD,"Sioux Falls, SD",South Dakota,64,75,53,14,6.86,64.686
0.16,2016-07-03,7,3,2016,Bristol/Jhnsn Cty/Kngsprt,TRI,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,78,91,65,28,2.2,78.22
0.0,2016-07-03,7,3,2016,Chattanooga,CHA,"Chattanooga, TN",Tennessee,82,96,68,27,3.03,82.303
0.33,2016-07-03,7,3,2016,Clarksville,CKV,"Clarksville, TN",Tennessee,77,87,66,18,4.06,77.406
1.07,2016-07-03,7,3,2016,Crossville,CSV,"Crossville, TN",Tennessee,73,85,61,25,2.6,73.26
0.02,2016-07-03,7,3,2016,Knoxville,TYS,"Knoxville, TN",Tennessee,80,92,69,29,2.06,80.206
0.0,2016-07-03,7,3,2016,Memphis,MEM,"Memphis, TN",Tennessee,86,95,76,22,5.26,86.526
0.01,2016-07-03,7,3,2016,Nashville,BNA,"Nashville, TN",Tennessee,80,91,68,16,3.43,80.343
0.05,2016-07-03,7,3,2016,Oak Ridge,OQT,"Oak Ridge, TN",Tennessee,80,91,68,23,0.6,80.06
0.0,2016-07-03,7,3,2016,Abilene,ABI,"Abilene, TX",Texas,86,97,75,17,10.86,87.086
0.01,2016-07-03,7,3,2016,Amarillo,AMA,"Amarillo, TX",Texas,81,93,68,11,11.03,82.103
0.0,2016-07-03,7,3,2016,Austin/Bergstrom,AUS,"Austin/Bergstrom, TX",Texas,85,96,73,17,9.8,85.98
0.0,2016-07-03,7,3,2016,Austin/City,ATT,"Austin/City, TX",Texas,86,97,76,16,4.4,86.44
0.14,2016-07-03,7,3,2016,Beaumont/Port Arthur,BPT,"Beaumont/Port Arthur, TX",Texas,85,94,75,19,4.83,85.483
0.0,2016-07-03,7,3,2016,Brownsville,BRO,"Brownsville, TX",Texas,88,96,79,15,15.46,89.546
0.31,2016-07-03,7,3,2016,Childress,CDS,"Childress, TX",Texas,85,96,73,23,7.26,85.726
0.0,2016-07-03,7,3,2016,College Station,CLL,"College Station, TX",Texas,85,94,76,16,8.46,85.846
0.0,2016-07-03,7,3,2016,Corpus Christi,CRP,"Corpus Christi, TX",Texas,86,94,78,16,13.0,87.3
0.29,2016-07-03,7,3,2016,Dalhart,DHT,"Dalhart, TX",Texas,79,94,65,13,6.06,79.606
0.05,2016-07-03,7,3,2016,Dallas,DAL,"Dallas, TX",Texas,88,96,79,17,11.33,89.133
0.08,2016-07-03,7,3,2016,Dallas-Fort Worth,DFW,"Dallas-Fort Worth, TX",Texas,88,97,78,17,12.1,89.21
0.0,2016-07-03,7,3,2016,Del Rio,DRT,"Del Rio, TX",Texas,90,102,77,12,10.0,91.0
0.0,2016-07-03,7,3,2016,El Paso,ELP,"El Paso, TX",Texas,83,95,71,25,8.4,83.84
0.02,2016-07-03,7,3,2016,Fort Worth,FTW,"Fort Worth, TX",Texas,89,99,78,16,11.33,90.133
0.0,2016-07-03,7,3,2016,Galveston,GLS,"Galveston, TX",Texas,85,90,81,17,10.96,86.096
0.0,2016-07-03,7,3,2016,Houston,HOU,"Houston, TX",Texas,86,94,78,17,6.46,86.646
0.0,2016-07-03,7,3,2016,Lubbock,LBB,"Lubbock, TX",Texas,84,97,70,23,10.03,85.003
0.0,2016-07-03,7,3,2016,Midland,MAF,"Midland, TX",Texas,87,99,74,19,10.56,88.056
0.0,2016-07-03,7,3,2016,San Angelo,SJT,"San Angelo, TX",Texas,87,96,74,19,11.05,88.105
0.0,2016-07-03,7,3,2016,San Antonio,SAT,"San Antonio, TX",Texas,86,96,75,14,11.43,87.143
0.0,2016-07-03,7,3,2016,Victoria,VCT,"Victoria, TX",Texas,84,94,74,15,8.93,84.893
0.0,2016-07-03,7,3,2016,Waco,ACT,"Waco, TX",Texas,86,97,75,16,12.36,87.236
0.1,2016-07-03,7,3,2016,Wichita Falls,SPS,"Wichita Falls, TX",Texas,86,99,72,17,10.86,87.086
0.0,2016-07-03,7,3,2016,Salt Lake City,SLC,"Salt Lake City, UT",Utah,82,92,70,16,5.76,82.576
1.09,2016-07-03,7,3,2016,Blacksburg,BCB,"Blacksburg, VA",VA,74,81,65,16,3.26,74.326
0.16,2016-07-03,7,3,2016,Burlington,BTV,"Burlington, VT",Vermont,67,79,55,23,5.9,67.59
0.17,2016-07-03,7,3,2016,Lynchburg,LYH,"Lynchburg, VA",Virginia,71,79,63,11,2.96,71.296
1.38,2016-07-03,7,3,2016,Norfolk,ORF,"Norfolk, VA",Virginia,76,82,69,9,6.06,76.606
0.36,2016-07-03,7,3,2016,Richmond,RIC,"Richmond, VA",Virginia,72,79,65,8,4.06,72.406
1.09,2016-07-03,7,3,2016,Roanoke,ROA,"Roanoke, VA",Virginia,74,81,65,16,3.26,74.326
1.09,2016-07-03,7,3,2016,Wallops Island,WAL,"Wallops Island, VA",Virginia,74,79,68,21,5.93,74.593
0.31,2016-07-03,7,3,2016,Washington,DCA,"Washington, VA",Virginia,74,80,68,23,5.93,74.593
0.0,2016-07-03,7,3,2016,Deer Park,DEW,"Deer Park, WA",Washington,67,84,49,20,7.23,67.723
0.0,2016-07-03,7,3,2016,Ephrata,EPH,"Ephrata, WA",Washington,76,89,62,28,9.56,76.956
0.0,2016-07-03,7,3,2016,Olympia,OLM,"Olympia, WA",Washington,63,75,50,27,3.83,63.383
0.16,2016-07-03,7,3,2016,Quillayute,UIL,"Quillayute, WA",Washington,58,63,52,25,3.83,58.383
0.0,2016-07-03,7,3,2016,Seattle,SEA,"Seattle, WA",Washington,65,73,56,24,2.33,65.233
0.0,2016-07-03,7,3,2016,Spokane,GEG,"Spokane, WA",Washington,70,83,58,21,10.9,71.09
0.0,2016-07-03,7,3,2016,Yakima,YKM,"Yakima, WA",Washington,76,91,61,33,7.56,76.756
0.0,2016-07-03,7,3,2016,Beckley,BKW,"Beckley, WV",West Virginia,69,77,61,24,2.53,69.253
0.09,2016-07-03,7,3,2016,Charleston,CRW,"Charleston, WV",West Virginia,71,79,62,12,2.0,71.2
0.1,2016-07-03,7,3,2016,Elkins,EKN,"Elkins, WV",West Virginia,67,76,57,28,1.73,67.173
0.07,2016-07-03,7,3,2016,Huntington,HTS,"Huntington, WV",West Virginia,70,78,61,11,2.86,70.286
0.0,2016-07-03,7,3,2016,Green Bay,GRB,"Green Bay, WI",Wisconsin,65,77,52,23,4.16,65.416
0.0,2016-07-03,7,3,2016,La Crosse,LSE,"La Crosse, WI",Wisconsin,67,78,56,21,5.26,67.526
0.0,2016-07-03,7,3,2016,Madison,MSN,"Madison, WI",Wisconsin,64,75,53,11,4.93,64.493
0.0,2016-07-03,7,3,2016,Milwaukee,MKE,"Milwaukee, WI",Wisconsin,65,72,57,9,4.56,65.456
0.01,2016-07-03,7,3,2016,Casper,CPR,"Casper, WY",Wyoming,70,86,53,27,4.86,70.486
0.45,2016-07-03,7,3,2016,Cheyenne,CYS,"Cheyenne, WY",Wyoming,67,79,55,27,7.3,67.73
0.0,2016-07-03,7,3,2016,Lander,LND,"Lander, WY",Wyoming,68,84,52,25,3.3,68.33
0.05,2016-07-03,7,3,2016,Rawlins,RWL,"Rawlins, WY",Wyoming,66,80,51,26,6.6,66.66
0.0,2016-07-03,7,3,2016,Sheridan,SHR,"Sheridan, WY",Wyoming,73,93,52,26,3.63,73.363
2.61,2016-07-10,7,10,2016,Birmingham,BHM,"Birmingham, AL",Alabama,86,95,77,25,8.28,86.828
2.16,2016-07-10,7,10,2016,Huntsville,HSV,"Huntsville, AL",Alabama,83,93,73,23,5.35,83.535
0.95,2016-07-10,7,10,2016,Mobile,MOB,"Mobile, AL",Alabama,84,91,76,22,4.74,84.474
1.82,2016-07-10,7,10,2016,Montgomery,MGM,"Montgomery, AL",Alabama,85,95,75,22,4.34,85.434
0.34,2016-07-10,7,10,2016,Anchorage,ANC,"Anchorage, AK",Alaska,62,68,55,22,3.61,62.361
0.4,2016-07-10,7,10,2016,Annette,ANN,"Annette, AK",Alaska,60,66,54,19,2.57,60.257
0.56,2016-07-10,7,10,2016,Bethel,BET,"Bethel, AK",Alaska,56,62,49,20,7.37,56.737
0.25,2016-07-10,7,10,2016,Bettles,BTT,"Bettles, AK",Alaska,61,72,50,21,2.54,61.254
0.63,2016-07-10,7,10,2016,Cold Bay,CDB,"Cold Bay, AK",Alaska,53,56,48,24,12.7,54.27
0.73,2016-07-10,7,10,2016,Cordova,CDV,"Cordova, AK",Alaska,56,63,48,15,1.81,56.181
1.41,2016-07-10,7,10,2016,Delta Junction/Ft Greely,BIG,"Delta Junction/Ft Greely, AK",Alaska,62,70,54,26,3.52,62.352
0.54,2016-07-10,7,10,2016,Fairbanks,FAI,"Fairbanks, AK",Alaska,65,74,56,23,2.74,65.274
0.25,2016-07-10,7,10,2016,Gulkana,GKN,"Gulkana, AK",Alaska,60,74,45,19,3.55,60.355
0.0,2016-07-10,7,10,2016,Gustavus,GST,"Gustavus, AK",Alaska,60,60,60,24,2.6,60.26
0.41,2016-07-10,7,10,2016,Homer,HOM,"Homer, AK",Alaska,56,62,50,24,2.58,56.258
1.04,2016-07-10,7,10,2016,Iliamna,ILI,"Iliamna, AK",Alaska,57,64,50,21,4.42,57.442
0.01,2016-07-10,7,10,2016,Juneau,JNU,"Juneau, AK",Alaska,61,68,54,16,4.81,61.481
0.78,2016-07-10,7,10,2016,Kenai,ENA,"Kenai, AK",Alaska,57,64,50,19,5.55,57.555
0.15,2016-07-10,7,10,2016,Ketchikan,KTN,"Ketchikan, AK",Alaska,60,66,54,19,5.6,60.56
0.38,2016-07-10,7,10,2016,King Salmon,AKN,"King Salmon, AK",Alaska,56,64,48,23,5.25,56.525
0.54,2016-07-10,7,10,2016,Kodiak,ADQ,"Kodiak, AK",Alaska,58,63,53,21,4.07,58.407
0.32,2016-07-10,7,10,2016,Kotzebue,OTZ,"Kotzebue, AK",Alaska,55,60,50,25,8.9,55.89
0.76,2016-07-10,7,10,2016,Mc Grath,MCG,"Mc Grath, AK",Alaska,61,67,54,24,3.3,61.33
0.63,2016-07-10,7,10,2016,Nome,OME,"Nome, AK",Alaska,50,55,45,19,5.87,50.587
0.31,2016-07-10,7,10,2016,Northway,ORT,"Northway, AK",Alaska,61,73,50,22,2.07,61.207
0.15,2016-07-10,7,10,2016,Palmer,PAQ,"Palmer, AK",Alaska,61,70,50,17,2.65,61.265
0.0,2016-07-10,7,10,2016,Petersburg,PSG,"Petersburg, AK",Alaska,60,60,60,6,2.25,60.225
0.0,2016-07-10,7,10,2016,Puntilla Lake,PTI,"Puntilla Lake, AK",Alaska,60,60,60,0,0.0,60.0
0.0,2016-07-10,7,10,2016,Shemya,SYA,"Shemya, AK",Alaska,60,60,60,26,8.5,60.85
0.0,2016-07-10,7,10,2016,Sitka,SIT,"Sitka, AK",Alaska,60,65,55,23,3.72,60.372
0.0,2016-07-10,7,10,2016,Skagway,SGY,"Skagway, AK",Alaska,64,70,57,22,7.68,64.768
0.29,2016-07-10,7,10,2016,St Paul Island,SNP,"St Paul Island, AK",Alaska,49,52,46,23,8.65,49.865
0.58,2016-07-10,7,10,2016,Talkeetna,TKA,"Talkeetna, AK",Alaska,61,70,52,19,2.02,61.202
0.02,2016-07-10,7,10,2016,Tanana,TAL,"Tanana, AK",Alaska,62,72,51,23,2.01,62.201
0.06,2016-07-10,7,10,2016,Utqiagvik (Barrow),BRW,"Utqiagvik (Barrow), AK",Alaska,46,54,37,11,7.88,46.788
0.13,2016-07-10,7,10,2016,Yakutat,YAK,"Yakutat, AK",Alaska,57,63,51,21,2.18,57.218
0.29,2016-07-10,7,10,2016,Douglas Bisbee,DUG,"Douglas Bisbee, AZ",Arizona,82,96,68,23,2.71,82.271
0.0,2016-07-10,7,10,2016,Kingman,IGM,"Kingman, AZ",Arizona,84,99,70,20,12.68,85.268
0.0,2016-07-10,7,10,2016,Phoenix,PHX,"Phoenix, AZ",Arizona,97,109,85,26,4.54,97.454
0.0,2016-07-10,7,10,2016,Tucson,TUS,"Tucson, AZ",Arizona,91,103,79,23,3.18,91.318
0.0,2016-07-10,7,10,2016,Winslow,INW,"Winslow, AZ",Arizona,79,97,60,22,8.78,79.878
1.79,2016-07-10,7,10,2016,Fort Smith,FSM,"Fort Smith, AR",Arkansas,84,93,74,16,3.8,84.38
1.4,2016-07-10,7,10,2016,Harrison,HRO,"Harrison, AR",Arkansas,79,88,70,18,4.01,79.401
2.33,2016-07-10,7,10,2016,North Little Rock,LZK,"North Little Rock, AR",Arkansas,84,93,74,0,0.0,84.0
0.0,2016-07-10,7,10,2016,Bakersfield,BFL,"Bakersfield, CA",California,82,95,68,31,6.25,82.625
0.0,2016-07-10,7,10,2016,Bishop,BIH,"Bishop, CA",California,77,99,55,26,4.88,77.488
0.0,2016-07-10,7,10,2016,China Lake,NID,"China Lake, CA",California,86,103,68,20,8.25,86.825
0.0,2016-07-10,7,10,2016,Concord,CCR,"Concord, CA",California,69,81,56,22,12.07,70.207
0.48,2016-07-10,7,10,2016,Eureka,EKA,"Eureka, CA",California,58,63,52,0,0.0,58.0
0.0,2016-07-10,7,10,2016,Fresno,FAT,"Fresno, CA",California,80,94,64,30,8.78,80.878
0.0,2016-07-10,7,10,2016,Hayward,HWD,"Hayward, CA",California,64,70,57,28,8.65,64.865
0.0,2016-07-10,7,10,2016,Long Beach,LGB,"Long Beach, CA",California,73,80,64,26,3.18,73.318
0.0,2016-07-10,7,10,2016,Los Angeles,LAX,"Los Angeles, CA",California,69,74,64,25,7.85,69.785
0.0,2016-07-10,7,10,2016,Red Bluff,RBL,"Red Bluff, CA",California,78,90,65,18,5.74,78.574
0.0,2016-07-10,7,10,2016,Redding,RDD,"Redding, CA",California,78,91,65,19,3.12,78.312
0.0,2016-07-10,7,10,2016,Sacramento,SAC,"Sacramento, CA",California,71,85,56,21,7.68,71.768
0.0,2016-07-10,7,10,2016,Salinas,SNS,"Salinas, CA",California,62,69,54,27,8.64,62.864
0.0,2016-07-10,7,10,2016,San Diego,SAN,"San Diego, CA",California,70,75,66,28,4.54,70.454
0.0,2016-07-10,7,10,2016,San Francisco,SFO,"San Francisco, CA",California,62,69,55,27,12.98,63.298
0.0,2016-07-10,7,10,2016,Sandberg,SDB,"Sandberg, CA",California,73,85,62,30,10.41,74.041
0.0,2016-07-10,7,10,2016,Santa Barbara,SBA,"Santa Barbara, CA",California,64,71,56,18,3.35,64.335
0.0,2016-07-10,7,10,2016,Santa Maria,SMX,"Santa Maria, CA",California,62,71,53,30,6.8,62.68
0.0,2016-07-10,7,10,2016,Stockton,SCK,"Stockton, CA",California,73,88,57,29,9.9,73.99
0.0,2016-07-10,7,10,2016,Alamosa,ALS,"Alamosa, CO",Colorado,65,85,44,19,4.82,65.482
0.81,2016-07-10,7,10,2016,Colorado Springs,COS,"Colorado Springs, CO",Colorado,74,90,58,18,5.27,74.527
0.11,2016-07-10,7,10,2016,Craig,CAG,"Craig, CO",Colorado,68,88,46,21,5.85,68.585
0.0,2016-07-10,7,10,2016,Denver,DEN,"Denver, CO",Colorado,77,93,60,17,6.01,77.601
0.0,2016-07-10,7,10,2016,Grand Junction,GJT,"Grand Junction, CO",Colorado,79,95,63,18,4.14,79.414
0.34,2016-07-10,7,10,2016,Pueblo,PUB,"Pueblo, CO",Colorado,80,100,60,21,2.91,80.291
2.53,2016-07-10,7,10,2016,Bridgeport,BDR,"Bridgeport, CT",Connecticut,74,81,67,14,5.28,74.528
0.63,2016-07-10,7,10,2016,Windsor Locks,BDL,"Windsor Locks, CT",Connecticut,74,85,63,21,3.58,74.358
1.54,2016-07-10,7,10,2016,Newark,NWK,"Newark, DE",DE,79,87,70,23,5.38,79.538
1.54,2016-07-10,7,10,2016,Wilmington,ILG,"Wilmington, DE",Delaware,79,87,70,23,5.38,79.538
0.45,2016-07-10,7,10,2016,Daytona Beach,DAB,"Daytona Beach, FL",Florida,85,94,75,17,1.82,85.182
0.0,2016-07-10,7,10,2016,Fort Lauderdale,FLL,"Fort Lauderdale, FL",Florida,86,91,81,13,8.48,86.848
0.0,2016-07-10,7,10,2016,Gainesville,GNV,"Gainesville, FL",Florida,84,95,73,25,5.34,84.534
0.0,2016-07-10,7,10,2016,Jacksonville,JAX,"Jacksonville, FL",Florida,86,98,74,24,6.4,86.64
0.02,2016-07-10,7,10,2016,Key West,EYW,"Key West, FL",Florida,87,90,83,11,8.81,87.881
0.01,2016-07-10,7,10,2016,Miami,MIA,"Miami, FL",Florida,86,92,80,12,6.61,86.661
0.01,2016-07-10,7,10,2016,Orlando,MCO,"Orlando, FL",Florida,87,96,78,21,2.62,87.262
1.43,2016-07-10,7,10,2016,Pensacola,PNS,"Pensacola, FL",Florida,86,92,79,22,6.18,86.618
1.25,2016-07-10,7,10,2016,Tallahassee,TLH,"Tallahassee, FL",Florida,86,97,74,24,3.87,86.387
0.0,2016-07-10,7,10,2016,Tampa,TPA,"Tampa, FL",Florida,86,92,80,26,3.05,86.305
0.0,2016-07-10,7,10,2016,Vero Beach,VRB,"Vero Beach, FL",Florida,84,92,76,14,5.94,84.594
0.0,2016-07-10,7,10,2016,West Palm Beach,PBI,"West Palm Beach, FL",Florida,87,94,80,13,7.84,87.784
0.07,2016-07-10,7,10,2016,Alma,AMG,"Alma, GA",Georgia,85,95,74,25,5.14,85.514
0.15,2016-07-10,7,10,2016,Athens,AHN,"Athens, GA",Georgia,83,94,72,26,2.38,83.238
1.58,2016-07-10,7,10,2016,Atlanta,ATL,"Atlanta, GA",Georgia,83,92,73,25,7.51,83.751
0.15,2016-07-10,7,10,2016,Augusta,AGS,"Augusta, GA",Georgia,85,98,72,25,7.11,85.711
0.19,2016-07-10,7,10,2016,Macon,MCN,"Macon, GA",Georgia,86,97,74,25,6.84,86.684
0.06,2016-07-10,7,10,2016,Savannah,SAV,"Savannah, GA",Georgia,87,97,76,24,7.87,87.787
1.31,2016-07-10,7,10,2016,Hilo,ITO,"Hilo, HI",Hawaii,78,83,71,16,3.38,78.338
0.06,2016-07-10,7,10,2016,Honolulu,HNL,"Honolulu, HI",Hawaii,81,87,75,5,11.97,82.197
0.27,2016-07-10,7,10,2016,Kahului,OGG,"Kahului, HI",Hawaii,79,87,71,4,14.38,80.438
0.16,2016-07-10,7,10,2016,Kaunakakai,MKK,"Kaunakakai, HI",Hawaii,78,83,72,4,13.11,79.311
0.23,2016-07-10,7,10,2016,Lihue,LIH,"Lihue, HI",Hawaii,76,81,71,4,16.35,77.635
0.27,2016-07-10,7,10,2016,Boise,BOI,"Boise, ID",Idaho,71,83,58,29,6.41,71.641
1.52,2016-07-10,7,10,2016,Lewiston,LWS,"Lewiston, ID",Idaho,67,76,57,18,3.8,67.38
0.14,2016-07-10,7,10,2016,Pocatello,PIH,"Pocatello, ID",Idaho,68,82,53,24,9.3,68.93
1.92,2016-07-10,7,10,2016,Chicago,ORD,"Chicago, IL",Illinois,75,83,66,19,5.14,75.514
3.25,2016-07-10,7,10,2016,Moline,MLI,"Moline, IL",Illinois,75,83,66,16,4.07,75.407
1.51,2016-07-10,7,10,2016,Peoria,PIA,"Peoria, IL",Illinois,75,83,66,21,4.3,75.43
1.39,2016-07-10,7,10,2016,Quincy,UIN,"Quincy, IL",Illinois,75,85,65,15,5.18,75.518
1.39,2016-07-10,7,10,2016,Rockford,RFD,"Rockford, IL",Illinois,75,84,65,22,5.52,75.552
1.09,2016-07-10,7,10,2016,Springfield,SPI,"Springfield, IL",Illinois,76,86,65,20,3.97,76.397
3.33,2016-07-10,7,10,2016,Evansville,EVV,"Evansville, IN",Indiana,78,86,70,21,4.0,78.4
0.04,2016-07-10,7,10,2016,Fort Wayne,FWA,"Fort Wayne, IN",Indiana,73,83,64,23,5.41,73.541
0.6,2016-07-10,7,10,2016,Indianapolis,IND,"Indianapolis, IN",Indiana,74,83,66,22,5.37,74.537
0.46,2016-07-10,7,10,2016,South Bend,SBN,"South Bend, IN",Indiana,72,81,63,23,5.17,72.517
0.94,2016-07-10,7,10,2016,Cedar Rapids,CID,"Cedar Rapids, IA",Iowa,72,80,64,18,4.78,72.478
1.19,2016-07-10,7,10,2016,Des Moines,DSM,"Des Moines, IA",Iowa,77,86,67,20,6.37,77.637
1.99,2016-07-10,7,10,2016,Dubuque,DBQ,"Dubuque, IA",Iowa,71,79,63,18,5.82,71.582
1.21,2016-07-10,7,10,2016,Sioux City,SUX,"Sioux City, IA",Iowa,76,87,65,19,6.82,76.682
1.22,2016-07-10,7,10,2016,Waterloo,ALO,"Waterloo, IA",Iowa,72,81,63,17,5.15,72.515
1.09,2016-07-10,7,10,2016,Concordia,CNK,"Concordia, KS",Kansas,81,93,69,15,8.0,81.8
0.55,2016-07-10,7,10,2016,Dodge City,DDC,"Dodge City, KS",Kansas,81,93,68,15,9.54,81.954
0.28,2016-07-10,7,10,2016,Goodland,GLD,"Goodland, KS",Kansas,80,95,64,19,8.3,80.83
0.01,2016-07-10,7,10,2016,Medicine Lodge,P28,"Medicine Lodge, KS",Kansas,84,97,70,16,7.2,84.72
1.13,2016-07-10,7,10,2016,Topeka,TOP,"Topeka, KS",Kansas,81,91,70,13,5.44,81.544
0.3,2016-07-10,7,10,2016,Wichita,ICT,"Wichita, KS",Kansas,84,94,73,15,8.85,84.885
1.31,2016-07-10,7,10,2016,Covington,CVG,"Covington, KY",Kentucky,75,82,66,25,4.77,75.477
4.08,2016-07-10,7,10,2016,Jackson,JKL,"Jackson, KY",Kentucky,76,84,67,30,0.41,76.041
1.56,2016-07-10,7,10,2016,Lexington,LEX,"Lexington, KY",Kentucky,77,85,68,24,6.28,77.628
1.15,2016-07-10,7,10,2016,Louisville,SDF,"Louisville, KY",Kentucky,79,86,71,25,5.47,79.547
5.67,2016-07-10,7,10,2016,Paducah,PAH,"Paducah, KY",Kentucky,80,89,71,22,4.15,80.415
0.99,2016-07-10,7,10,2016,Baton Rouge,BTR,"Baton Rouge, LA",Louisiana,86,94,77,21,5.95,86.595
1.04,2016-07-10,7,10,2016,Lake Charles,LCH,"Lake Charles, LA",Louisiana,86,92,79,18,6.2,86.62
1.61,2016-07-10,7,10,2016,New Orleans,MSY,"New Orleans, LA",Louisiana,88,95,80,19,6.84,88.684
0.04,2016-07-10,7,10,2016,Shreveport,SHV,"Shreveport, LA",Louisiana,87,94,77,19,8.11,87.811
0.88,2016-07-10,7,10,2016,Bangor,BGR,"Bangor, ME",Maine,67,75,57,11,5.28,67.528
2.38,2016-07-10,7,10,2016,Caribou,CAR,"Caribou, ME",Maine,60,68,52,14,3.24,60.324
0.59,2016-07-10,7,10,2016,Portland,PWM,"Portland, ME",Maine,66,73,58,12,5.61,66.561
1.54,2016-07-10,7,10,2016,Baltimore,BWI,"Baltimore, MD",Maryland,79,87,70,26,5.27,79.527
0.47,2016-07-10,7,10,2016,Salisbury,SBY,"Salisbury, MD",Maryland,79,87,71,24,4.52,79.452
0.45,2016-07-10,7,10,2016,Boston,BOS,"Boston, MA",Massachusetts,69,76,63,12,7.14,69.714
0.0,2016-07-10,7,10,2016,Milton,MQE,"Milton, MA",Massachusetts,60,60,60,13,7.47,60.747
0.44,2016-07-10,7,10,2016,Worcester,ORH,"Worcester, MA",Massachusetts,69,76,60,16,5.67,69.567
0.85,2016-07-10,7,10,2016,Alpena,APN,"Alpena, MI",Michigan,71,83,58,22,3.22,71.322
0.84,2016-07-10,7,10,2016,Detroit,DTW,"Detroit, MI",Michigan,75,86,65,23,5.41,75.541
0.42,2016-07-10,7,10,2016,Flint,FNT,"Flint, MI",Michigan,76,88,63,26,4.91,76.491
0.5,2016-07-10,7,10,2016,Grand Rapids,GRR,"Grand Rapids, MI",Michigan,75,87,63,25,5.57,75.557
1.61,2016-07-10,7,10,2016,Houghton Lake,HTL,"Houghton Lake, MI",Michigan,69,82,57,26,4.02,69.402
1.15,2016-07-10,7,10,2016,Lansing,LAN,"Lansing, MI",Michigan,73,85,61,25,5.6,73.56
0.81,2016-07-10,7,10,2016,Marquette,MQT,"Marquette, MI",Michigan,65,75,54,0,0.0,65.0
0.03,2016-07-10,7,10,2016,Muskegon,MKG,"Muskegon, MI",Michigan,71,81,60,23,4.72,71.472
2.04,2016-07-10,7,10,2016,Sault Ste Marie,ANJ,"Sault Ste Marie, MI",Michigan,68,79,57,23,3.61,68.361
0.85,2016-07-10,7,10,2016,Duluth,DLH,"Duluth, MN",Minnesota,66,75,57,20,5.94,66.594
0.92,2016-07-10,7,10,2016,International Falls,INL,"International Falls, MN",Minnesota,65,77,53,17,4.6,65.46
1.68,2016-07-10,7,10,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,74,83,65,18,5.85,74.585
1.94,2016-07-10,7,10,2016,Rochester,RST,"Rochester, MN",Minnesota,70,79,60,17,6.05,70.605
1.52,2016-07-10,7,10,2016,St Cloud,STC,"St Cloud, MN",Minnesota,70,81,59,21,5.15,70.515
1.91,2016-07-10,7,10,2016,Greenville,GLH,"Greenville, MS",Mississippi,85,94,75,21,9.15,85.915
1.4,2016-07-10,7,10,2016,Greenwood,GWO,"Greenwood, MS",Mississippi,83,92,74,19,7.43,83.743
0.07,2016-07-10,7,10,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,86,92,79,22,4.37,86.437
1.56,2016-07-10,7,10,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,84,94,74,22,3.5,84.35
2.98,2016-07-10,7,10,2016,Jackson,JAN,"Jackson, MS",Mississippi,85,95,74,18,6.2,85.62
0.5,2016-07-10,7,10,2016,Meridian,MEI,"Meridian, MS",Mississippi,86,97,74,21,5.5,86.55
0.61,2016-07-10,7,10,2016,Tupelo,TUP,"Tupelo, MS",Mississippi,83,92,74,20,5.21,83.521
1.64,2016-07-10,7,10,2016,Cape Girardeau,CGI,"Cape Girardeau, MO",Missouri,79,87,70,18,4.01,79.401
1.12,2016-07-10,7,10,2016,Columbia,COU,"Columbia, MO",Missouri,78,87,68,15,5.04,78.504
1.08,2016-07-10,7,10,2016,Kansas City,MCI,"Kansas City, MO",Missouri,79,89,68,13,6.32,79.632
2.98,2016-07-10,7,10,2016,Rolla/Vichy,VIH,"Rolla/Vichy, MO",Missouri,77,86,67,19,5.02,77.502
0.86,2016-07-10,7,10,2016,Springfield,SGF,"Springfield, MO",Missouri,79,88,70,18,6.52,79.652
3.71,2016-07-10,7,10,2016,St Joseph,STJ,"St Joseph, MO",Missouri,79,89,68,17,5.15,79.515
3.21,2016-07-10,7,10,2016,St Louis,STL,"St Louis, MO",Missouri,80,89,71,18,4.2,80.42
0.05,2016-07-10,7,10,2016,Billings,BIL,"Billings, MT",Montana,71,85,57,18,3.08,71.308
0.85,2016-07-10,7,10,2016,Butte,BTM,"Butte, MT",Montana,56,71,41,27,4.25,56.425
0.17,2016-07-10,7,10,2016,Cut Bank,CTB,"Cut Bank, MT",Montana,60,73,47,27,9.94,60.994
0.7,2016-07-10,7,10,2016,Dillon,DLN,"Dillon, MT",Montana,62,78,45,21,4.14,62.414
0.58,2016-07-10,7,10,2016,Glasgow,GGW,"Glasgow, MT",Montana,68,80,56,23,6.1,68.61
0.15,2016-07-10,7,10,2016,Great Falls,GTF,"Great Falls, MT",Montana,63,77,47,27,6.71,63.671
0.1,2016-07-10,7,10,2016,Havre,HVR,"Havre, MT",Montana,66,80,50,21,5.98,66.598
0.52,2016-07-10,7,10,2016,Helena,HLN,"Helena, MT",Montana,66,79,52,25,7.04,66.704
